img_id,Time_of_Day,Weather_Condition,Road_Environment_Type,Road_Surface_Condition,Traffic_Density,Pedestrian_Presence,Cyclist_Presence,Number_of_Visible_Lanes,Intersection_Type,Lane_Marking_Visibility,Artificial_Lighting_Source,Crosswalk_Presence,Vertical_Road_Profile,Horizontal_Road_Curvature,Infrastructure_Barriers,Building_Density,Vegetation_Level,Traffic_Sign_Presence,Vehicle_Composition,Ego_Vehicle_Lane_Position,Ego_Vehicle_Lane_POSITION
11773,Daylight,Cloudy,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
99936,Daylight,Clear,Rural,Dry,Empty,None,No,2,None,Clear,None,No,Flat,Straight,None,None,Dense_Forest,None,No_Vehicles,Centered,
36909,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,3,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,
38317,Daylight,Clear,Residential,Dry,Low,None,No,2,None,Clear,None,No,Flat,Slight_Left,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
17327,Night,Clear,Urban,Dry,Low,None,No,3,Four-Way,Clear,Street_Lights,Yes,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Multiple_Types,Public_Transit_Focus,Centered,
29964,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,
17978,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,Moderate,Directional,Passenger_Cars_Only,Centered,
61920,Night,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
8458,Twilight,Cloudy,Urban,Wet,Low,None,No,3,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
11347,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
42776,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,1,None,Faded,None,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Multiple_Types,Public_Transit_Focus,Centered,
34323,Daylight,Cloudy,Urban,Dry,Moderate,None,No,2,None,Clear,None,No,Flat,Straight,Noise_Wall,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
7184,Dawn/Dusk,Cloudy,Urban,Wet,Low,On_Sidewalk,Yes,2,Four-Way,Clear,Vehicle_Headlights,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
5516,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,Yes,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
44818,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
9827,Dawn/Dusk,Cloudy,Urban,Dry,Low,Crossing_Road,Yes,3,Four-Way,Clear,Street_Lights,Yes,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
87537,Daylight,Cloudy,Rural,Dry,Low,None,No,2,None,Clear,None,No,Flat,Slight_Right,Curb,Sparse/Rural,Dense_Forest,Warning,Passenger_Cars_Only,Centered,
50644,Night,Clear,Highway,Dry,Low,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Noise_Wall,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,
13082,Daylight,Clear,Urban,Dry,Empty,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,No_Vehicles,Centered,
79368,Night,Clear,Tunnel,Dry,Low,None,No,2,None,Clear,Tunnel_Lights,No,Flat,Straight,Concrete_Median,None,None,None,Passenger_Cars_Only,Centered,
78153,Daylight,Cloudy,Highway,Dry,Low,None,No,3,None,Clear,None,No,Flat,Slight_Right,Concrete_Median,Sparse/Rural,Sparse,Directional,Mixed_Heavy_Traffic,Centered,
5873,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,3,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
65167,Dawn/Dusk,Rainy,Urban,Wet,Moderate,On_Sidewalk,No,2,Four-Way,Clear,Vehicle_Headlights,Yes,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
72203,Night,Clear,Highway,Dry,Low,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,
13247,Dawn/Dusk,Cloudy,Residential,Wet,Moderate,None,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Mixed_Heavy_Traffic,Centered,
12311,Daylight,Cloudy,Urban,Dry,Low,None,Yes,2,None,Faded,None,No,Flat,Slight_Right,Curb,Low_Density_Urban,Moderate,Regulatory,Public_Transit_Focus,Centered,
20626,Daylight,Cloudy,Urban,Dry,Moderate,None,No,3,Four-Way,Clear,None,Yes,Flat,Slight_Right,Concrete_Median,Low_Density_Urban,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,
23960,Daylight,Clear,Highway,Dry,Low,None,No,3,None,Clear,None,No,Flat,Straight,Concrete_Median,None,Moderate,Directional,Passenger_Cars_Only,Centered,
11965,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,
78065,Daylight,Cloudy,Urban,Dry,Moderate,None,No,3,Four-Way,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Multiple_Types,Passenger_Cars_Only,Centered,
85855,Daylight,Clear,Urban,Dry,Low,None,No,2,None,Clear,None,No,Uphill,Straight,Concrete_Median,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,
10527,Daylight,Clear,Residential,Dry,Low,On_Sidewalk,Yes,2,Four-Way,Faded,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
60772,Daylight,Clear,Highway,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Noise_Wall,Industrial,Sparse,Regulatory,Passenger_Cars_Only,Centered,
37069,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,Yes,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
24937,Daylight,Clear,Urban,Dry,Moderate,None,No,2,Four-Way,Clear,None,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,,Centered
86170,Daylight,Cloudy,Urban,Wet,Moderate,None,No,2,Four-Way,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Mixed_Heavy_Traffic,Centered,
31599,Daylight,Clear,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
48400,Night,Clear,Urban,Dry,Moderate,None,No,2,None,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
43272,Night,Rainy,Urban,Wet,Low,None,No,2,None,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,None,Passenger_Cars_Only,Centered,
53570,Daylight,Cloudy,Residential,Dry,Moderate,None,No,2,None,Clear,None,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Sparse,None,Mixed_Heavy_Traffic,Centered,
52155,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Metal_Guardrail,High_Rise,Sparse,Warning,Public_Transit_Focus,Centered,
44901,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,Yes,3,Four-Way,Clear,None,No,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,
45922,Daylight,Cloudy,Urban,Dry,Low,None,No,2,None,Clear,Street_Lights,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
93029,Daylight,Cloudy,Highway,Wet,Low,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Metal_Guardrail,Industrial,Sparse,Directional,Passenger_Cars_Only,Centered,
96709,Daylight,Cloudy,Highway,Slushy,Low,None,No,2,None,Clear,Vehicle_Headlights,No,Flat,Slight_Right,Metal_Guardrail,None,Dense_Forest,Warning,Mixed_Heavy_Traffic,Centered,
36785,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Concrete_Median,High_Rise,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,
38208,Twilight,Rainy,Urban,Wet,High/Congested,None,No,3,None,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Concrete_Median,High_Rise,Sparse,Warning,Passenger_Cars_Only,Centered,
50540,Twilight,Snowy,Urban,Snow_Covered,Low,On_Sidewalk,No,2,None,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
12414,Daylight,Clear,Urban,Dry,Empty,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,None,No_Vehicles,Centered,
91580,Dawn/Dusk,Cloudy,Rural,Dry,Empty,None,No,2,None,Clear,None,No,Flat,Straight,Metal_Guardrail,None,Dense_Forest,None,No_Vehicles,Centered,
74983,Daylight,Clear,Urban,Dry,Moderate,None,No,2,None,Clear,None,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
50949,Daylight,Cloudy,Urban,Dry,High/Congested,None,Yes,3,Four-Way,Clear,None,No,Flat,Straight,Curb,High_Rise,Moderate,None,Mixed_Heavy_Traffic,Centered,
63067,Daylight,Clear,Urban,Dry,Moderate,None,Yes,2,None,Clear,None,No,Flat,Straight,Concrete_Median,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,
68239,Night,Snowy,Rural,Snow_Covered,Empty,None,No,1,None,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,None,Sparse/Rural,None,Directional,No_Vehicles,Centered,
96838,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,Yes,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
20399,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,Four-Way,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
38311,Dawn/Dusk,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,None,Clear,Street_Lights,No,Flat,Slight_Right,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
12510,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
11540,Daylight,Cloudy,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,None,Passenger_Cars_Only,Centered,
41107,Daylight,Rainy,Urban,Wet,Moderate,On_Sidewalk,No,3,Four-Way,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Curb,High_Rise,None,Multiple_Types,Public_Transit_Focus,Centered,
92518,Dawn/Dusk,Cloudy,Highway,Wet,Low,None,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,None,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,
65253,Daylight,Cloudy,Urban,Dry,Low,Crossing_Road,No,2,None,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
35952,Daylight,Clear,Urban,Dry,Moderate,None,No,2,None,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
93818,Night,Clear,Tunnel,Dry,Low,None,No,3,None,Clear,Tunnel_Lights,No,Flat,Slight_Right,Curb,None,None,None,Mixed_Heavy_Traffic,Centered,
80436,Night,Cloudy,Urban,Dry,Low,None,Yes,2,None,Faded,Street_Lights,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,None,Passenger_Cars_Only,Centered,
67188,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,Yes,3,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
86727,Daylight,Cloudy,Rural,Snow_Covered,Low,None,No,2,None,Occluded_by_Snow/Water,None,No,Flat,Straight,Curb,Sparse/Rural,Dense_Forest,Warning,Passenger_Cars_Only,Centered,
40857,Daylight,Clear,Urban,Dry,Low,None,No,2,T-Junction,Faded,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
93124,Night,Clear,Residential,Dry,Low,None,No,1,None,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
6131,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,None,No,Flat,Slight_Right,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
8560,Twilight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
14926,Dawn/Dusk,Clear,Residential,Dry,Moderate,None,No,2,None,Clear,Building_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
39584,Daylight,Clear,Urban,Dry,High/Congested,On_Sidewalk,No,3,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Park-like,Multiple_Types,Passenger_Cars_Only,Centered,
87253,Daylight,Clear,Tunnel,Dry,Low,None,No,2,None,Clear,Tunnel_Lights,No,Flat,Straight,None,None,None,None,Passenger_Cars_Only,Centered,
38192,Daylight,Clear,Urban,Dry,Low,None,No,2,T-Junction,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Public_Transit_Focus,Centered,
29488,Daylight,Clear,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
29823,Dawn/Dusk,Cloudy,Urban,Wet,Low,None,No,2,None,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
3647,Dawn/Dusk,Cloudy,Urban,Wet,Moderate,None,No,2,None,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Moderate,Directional,Public_Transit_Focus,Centered,
38432,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Slight_Right,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
86747,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,Yes,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
18114,Daylight,Cloudy,Urban,Dry,Low,None,No,1,None,Absent,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
77659,Night,Rainy,Highway,Wet,Moderate,None,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,None,Sparse,Directional,Mixed_Heavy_Traffic,Centered,
94926,Night,Rainy,Highway,Wet,Moderate,None,No,2,None,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,None,Dense_Forest,Directional,Passenger_Cars_Only,Centered,
16213,Night,Clear,Urban,Dry,Empty,On_Sidewalk,No,2,None,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,No_Vehicles,Centered,
39554,Night,Clear,Urban,Dry,Low,None,No,2,Four-Way,Clear,Street_Lights,No,Flat,Slight_Right,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
11303,Daylight,Clear,Urban,Dry,Moderate,None,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
80056,Night,Clear,Highway,Dry,Low,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Metal_Guardrail,None,Moderate,Directional,Passenger_Cars_Only,Centered,
8986,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,None,Directional,Public_Transit_Focus,Centered,
91121,Dawn/Dusk,Snowy,Rural,Snow_Covered,Low,None,No,1,None,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,None,None,Dense_Forest,Warning,Passenger_Cars_Only,Centered,
83201,Daylight,Clear,Urban,Dry,Low,None,No,2,None,Clear,None,No,Uphill,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,None,Mixed_Heavy_Traffic,Centered,
73788,Night,Rainy,Urban,Wet,Moderate,None,No,2,None,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Curb,High_Rise,None,Directional,Mixed_Heavy_Traffic,Centered,
11045,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,Yes,2,Roundabout,Clear,None,No,Flat,Slight_Right,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
78650,Night,Clear,Highway,Dry,Low,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Warning,Passenger_Cars_Only,Centered,
83293,Daylight,Clear,Residential,Dry,Low,None,No,2,None,Faded,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
19474,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,Yes,2,Four-Way,Clear,Building_Lights,Yes,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,
46091,Daylight,Clear,Urban,Dry,Low,None,No,4,Four-Way,Faded,None,Yes,Flat,Straight,Concrete_Median,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
57582,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
18018,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
61286,Night,Clear,Highway,Dry,Low,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Metal_Guardrail,None,Dense_Forest,Directional,Passenger_Cars_Only,Centered,
32097,Daylight,Cloudy,Urban,Dry,Low,None,Yes,2,None,Clear,Street_Lights,No,Uphill,Slight_Right,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
67060,Daylight,Clear,Residential,Dry,Empty,None,No,1,None,Absent,None,No,Uphill,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Warning,No_Vehicles,Centered,
24241,Daylight,Cloudy,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Regulatory,Passenger_Cars_Only,Centered,
21522,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,3,Four-Way,Clear,None,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Public_Transit_Focus,Centered,
58595,Daylight,Clear,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Concrete_Median,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,
54959,Dawn/Dusk,Clear,Highway,Dry,Low,None,No,2,None,Clear,None,No,Flat,Slight_Right,Metal_Guardrail,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,
83439,Dawn/Dusk,Rainy,Highway,Wet,Low,None,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,None,Dense_Forest,Warning,Passenger_Cars_Only,Centered,
19952,Dawn/Dusk,Clear,Urban,Dry,Low,None,No,2,Four-Way,Clear,Street_Lights,Yes,Uphill,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
69712,Twilight,Snowy,Residential,Snow_Covered,Low,None,No,2,None,Occluded_by_Snow/Water,Street_Lights,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
84139,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,Yes,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
87989,Daylight,Clear,Highway,Dry,Low,None,No,3,None,Clear,None,No,Flat,Straight,Metal_Guardrail,None,Moderate,Directional,Passenger_Cars_Only,Centered,
99929,Daylight,Clear,Rural,Dry,Empty,None,No,2,T-Junction,Clear,None,Yes,Flat,Straight,Curb,Sparse/Rural,Moderate,Multiple_Types,No_Vehicles,Centered,
83189,Daylight,Cloudy,Residential,Wet,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
49084,Daylight,Cloudy,Urban,Dry,High/Congested,None,No,3,Four-Way,Clear,None,No,Flat,Straight,Concrete_Median,High_Rise,Sparse,Regulatory,Public_Transit_Focus,Centered,
45740,Daylight,Clear,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Industrial,Sparse,Directional,Passenger_Cars_Only,Centered,
57284,Daylight,Cloudy,Rural,Wet,Low,None,No,2,None,Clear,None,No,Flat,Slight_Right,None,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,
35422,Daylight,Rainy,Urban,Wet,Moderate,On_Sidewalk,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
46530,Night,Clear,Highway,Dry,Empty,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,Directional,No_Vehicles,Centered,
71545,Night,Clear,Highway,Dry,Low,None,No,3,None,Clear,Vehicle_Headlights,No,Flat,Straight,Noise_Wall,Low_Density_Urban,None,Directional,Passenger_Cars_Only,Centered,
30421,Daylight,Cloudy,Urban,Dry,Low,None,Yes,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
6002,Dawn/Dusk,Cloudy,Residential,Dry,Moderate,None,Yes,2,Four-Way,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
55598,Night,Clear,Urban,Dry,Low,None,No,3,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Moderate,Directional,Passenger_Cars_Only,Centered,
43971,Daylight,Rainy,Urban,Wet,Low,On_Sidewalk,No,2,Four-Way,Occluded_by_Snow/Water,Building_Lights,Yes,Flat,Straight,Curb,High_Rise,None,Multiple_Types,Passenger_Cars_Only,Centered,
13405,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
95263,Night,Clear,Highway,Dry,Low,None,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Concrete_Median,None,None,None,Mixed_Heavy_Traffic,Centered,
49983,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,3,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,None,Passenger_Cars_Only,Centered,
98961,Dawn/Dusk,Clear,Residential,Snow_Covered,Low,None,No,1,None,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,None,Passenger_Cars_Only,Centered,
67409,Daylight,Clear,Urban,Dry,Moderate,None,No,3,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Mixed_Heavy_Traffic,Centered,
621,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,3,Four-Way,Clear,None,No,Flat,Straight,Curb,High_Rise,None,Multiple_Types,Public_Transit_Focus,Centered,
19900,Daylight,Cloudy,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
65496,Night,Clear,Highway,Dry,Empty,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,None,Sparse,Directional,No_Vehicles,Centered,
76422,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,
41818,Daylight,Cloudy,Residential,Wet,Low,None,No,2,None,Faded,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
32232,Daylight,Cloudy,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
48095,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,None,Faded,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
36223,Daylight,Cloudy,Residential,Dry,Low,None,No,2,Roundabout,Faded,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
29454,Daylight,Clear,Urban,Dry,Empty,None,No,1,None,Clear,None,No,Flat,Straight,Metal_Guardrail,High_Rise,None,None,No_Vehicles,Centered,
87192,Night,Clear,Highway,Dry,Moderate,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,None,Sparse,Directional,Passenger_Cars_Only,Centered,
4971,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,Yes,2,None,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Public_Transit_Focus,Centered,
12457,Daylight,Cloudy,Urban,Wet,Moderate,On_Sidewalk,No,2,Four-Way,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
