,Time_of_Day,Weather_Condition,Road_Environment_Type,Road_Surface_Condition,Traffic_Density,Pedestrian_Presence,Cyclist_Presence,Number_of_Visible_Lanes,Intersection_Type,Lane_Marking_Visibility,Artificial_Lighting_Source,Crosswalk_Presence,Vertical_Road_Profile,Horizontal_Road_Curvature,Infrastructure_Barriers,Building_Density,Vegetation_Level,Traffic_Sign_Presence,Vehicle_Composition,Ego_Vehicle_Lane_Position,Ego_Vehicle_Lane_POSITION,conf,iou,lrp
62127,Night,Snowy,Urban,Snow_Covered,Empty,Near_Roadside,No,1,,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Directional,No_Vehicles,Centered,,0.5941560804843903,0.0,0.0
62278,Night,Snowy,Rural,Snow_Covered,Low,,No,1,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,,,Dense_Forest,,Passenger_Cars_Only,Centered,,0.8540120720863342,1.0,1.0
62360,Daylight,Rainy,Urban,Wet,Moderate,,No,2,Four-Way,Clear,,Yes,Flat,Straight,Metal_Guardrail,Industrial,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.6004784522872222,0.0,0.0
62427,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5983566177241942,0.0,0.0
62479,Dawn/Dusk,Clear,Highway,Dry,Low,,Yes,2,,Clear,,No,Uphill,Slight_Right,Concrete_Median,Sparse/Rural,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6338080570978277,0.0,0.0
62519,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,Yes,2,Four-Way,Clear,,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Mixed_Heavy_Traffic,Centered,,0.5947629604766618,0.0,0.0
63067,Daylight,Clear,Urban,Dry,Moderate,,Yes,2,,Clear,,No,Flat,Straight,Concrete_Median,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5988159245914884,0.0,0.0
63124,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Slight_Right,Metal_Guardrail,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5885519424210424,0.0,0.0
63264,Daylight,Clear,Highway,Dry,Moderate,,No,3,,Clear,,No,Uphill,Straight,Concrete_Median,Low_Density_Urban,Moderate,Regulatory,Mixed_Heavy_Traffic,Centered,,0.679987124270863,0.0,0.0
63421,Night,Rainy,Highway,Wet,Moderate,,No,3,,Clear,Vehicle_Headlights,No,Flat,Straight,Noise_Wall,,Sparse,Directional,Mixed_Heavy_Traffic,Centered,,0.5886525180604723,0.0,0.0
63833,Daylight,Cloudy,Residential,Dry,Low,Near_Roadside,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Warning,Mixed_Heavy_Traffic,Centered,,0.6064401243043982,0.0,0.0
63928,Daylight,Rainy,Urban,Wet,Moderate,,No,3,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Mixed_Heavy_Traffic,Centered,,0.6017447249455885,0.0,0.0
63960,Dawn/Dusk,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,3,Four-Way,Clear,Vehicle_Headlights,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5433257859945297,0.0,0.0
64001,Daylight,Cloudy,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,Sparse/Rural,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.6835537019528841,0.0,0.0
64018,Daylight,Rainy,Urban,Wet,Moderate,,No,2,,Clear,,No,Uphill,Straight,Metal_Guardrail,Low_Density_Urban,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.5668111344178518,0.0,0.0
64062,Dawn/Dusk,Snowy,Residential,Snow_Covered,Empty,,No,2,,Occluded_by_Snow/Water,,No,Flat,Straight,Curb,Low_Density_Urban,Dense_Forest,,No_Vehicles,Centered,,0.31425879895687103,0.0,0.0
64087,Daylight,Clear,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Concrete_Median,Industrial,Moderate,Directional,Passenger_Cars_Only,Centered,,0.525020359378112,0.0,0.0
64215,Dawn/Dusk,Clear,Urban,Wet,Empty,,No,2,,Faded,,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Dense_Forest,,No_Vehicles,Centered,,0.46476587653160095,0.0,0.0
64340,Night,Rainy,Residential,Wet,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5407199213902155,0.0,0.0
64351,Daylight,Cloudy,Urban,Dry,Moderate,,No,3,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5229838841101703,0.0,0.0
64377,Daylight,Cloudy,Urban,Dry,Moderate,,No,3,Roundabout,Faded,,No,Flat,Slight_Left,Metal_Guardrail,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,,0.7299242407083512,1.0,0.0
64381,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.5334456425446731,0.0,0.0
64562,Night,Clear,Urban,Dry,High/Congested,,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5908437992135683,0.0,0.0
64774,Dawn/Dusk,Cloudy,Rural,Wet,Low,,No,2,,Clear,Street_Lights,No,Flat,Straight,,Sparse/Rural,Dense_Forest,,Passenger_Cars_Only,Centered,,0.719064325094223,0.0,0.0
64904,Night,Rainy,Urban,Wet,Empty,,No,2,Four-Way,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,,Directional,No_Vehicles,Centered,,0.542163147167726,0.0,0.0
64967,Dawn/Dusk,Snowy,Highway,Slushy,Moderate,,No,2,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,,Low_Density_Urban,Sparse,Directional,Mixed_Heavy_Traffic,Centered,,0.7519713044166565,0.0,0.0
65007,Dawn/Dusk,Clear,Highway,Dry,Moderate,,No,3,,Clear,Street_Lights,No,Flat,Slight_Right,Metal_Guardrail,Sparse/Rural,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.6325489446520806,0.0,0.0
65087,Night,Clear,Urban,Dry,Moderate,,No,3,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Mixed_Heavy_Traffic,Centered,,0.5739539238539609,0.0,0.0
65167,Dawn/Dusk,Rainy,Urban,Wet,Moderate,On_Sidewalk,No,2,Four-Way,Clear,Vehicle_Headlights,Yes,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5779710469093728,0.0,0.0
65253,Daylight,Cloudy,Urban,Dry,Low,Crossing_Road,No,2,,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5766381573677063,0.0,0.0
65303,Daylight,Cloudy,Urban,Dry,Moderate,,No,2,,Absent,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5586094589609849,0.0,0.0
65419,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,,No,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5736967854535402,0.0,0.0
65496,Night,Clear,Highway,Dry,Empty,,No,3,,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,,Sparse,Directional,No_Vehicles,Centered,,0.4734829694032669,0.0,0.0
65572,Daylight,Cloudy,Urban,Wet,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Industrial,Sparse,,Passenger_Cars_Only,Centered,,0.5871042522291342,0.0,0.0
65606,Night,Clear,Urban,Dry,High/Congested,On_Sidewalk,No,3,Four-Way,Faded,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5161002431597028,0.0,0.0
65681,Daylight,Cloudy,Highway,Dry,Low,,No,3,,Clear,,No,Uphill,Straight,Concrete_Median,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,,0.602628337300342,0.0,0.0
65746,Daylight,Cloudy,Rural,Slushy,Empty,,No,2,,Occluded_by_Snow/Water,,No,Flat,Slight_Right,,,Dense_Forest,Multiple_Types,No_Vehicles,Centered,,0.5629287617547172,0.0,0.0
65870,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5634762325457164,0.0,0.0
65912,Daylight,Clear,Rural,Dry,Low,,Yes,2,,Clear,,No,Flat,Straight,Curb,Sparse/Rural,Sparse,Regulatory,Mixed_Heavy_Traffic,Centered,,0.43721697422174305,0.0,0.0
66247,Dawn/Dusk,Clear,Urban,Dry,Low,,No,2,,Clear,Street_Lights,No,Flat,Slight_Left,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5164691962693867,0.0,0.0
66382,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.4841233003470633,0.0,0.0
66669,Daylight,Cloudy,Rural,Wet,Empty,,No,2,,Faded,,No,Flat,Straight,,Sparse/Rural,Sparse,Directional,No_Vehicles,Centered,,0.5967243909835815,0.0,0.0
66834,Daylight,Cloudy,Highway,Dry,Moderate,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,High_Rise,Moderate,,Passenger_Cars_Only,Centered,,0.7146305946203378,0.0,0.0
66878,Dawn/Dusk,Rainy,Highway,Wet,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,Moderate,,Passenger_Cars_Only,Centered,,0.7653147399425506,0.0,0.0
66923,Night,Clear,Urban,Dry,Moderate,,No,2,,Faded,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,,Passenger_Cars_Only,Centered,,0.548367087657635,0.0,0.0
66971,Daylight,Rainy,Urban,Wet,Low,,No,3,Four-Way,Clear,,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.6583197657999239,0.0,0.0
67050,Daylight,Cloudy,Urban,Dry,Moderate,,No,1,,Faded,,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.6416143832298425,0.0,0.0
67060,Daylight,Clear,Residential,Dry,Empty,,No,1,,Absent,,No,Uphill,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Warning,No_Vehicles,Centered,,0.661801495722362,0.0,0.0
67168,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Mixed_Heavy_Traffic,Centered,,0.4797277766115525,0.0,0.0
67188,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,Yes,3,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5332858711481094,0.0,0.0
67193,Daylight,Clear,Urban,Dry,Low,,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5989713733260696,0.0,0.0
67297,Night,Clear,Tunnel,Dry,Moderate,,No,2,,Clear,Tunnel_Lights,No,Flat,Straight,Concrete_Median,,,Directional,Mixed_Heavy_Traffic,Centered,,0.7948764488101006,1.0,1.0
67402,Daylight,Cloudy,Urban,Dry,Low,,No,2,Four-Way,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Multiple_Types,Passenger_Cars_Only,Centered,,0.5720477534191949,0.0,0.0
67409,Daylight,Clear,Urban,Dry,Moderate,,No,3,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.5813981409995786,0.0,0.0
67508,Daylight,Cloudy,Urban,Dry,High/Congested,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5461219855967689,0.0,0.0
67529,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5568667274934275,0.0,0.0
67558,Daylight,Cloudy,Highway,Dry,Moderate,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,,0.6288911315302054,0.0,0.0
67583,Daylight,Clear,Highway,Dry,Moderate,,No,3,,Clear,,No,Flat,Slight_Left,Concrete_Median,,Dense_Forest,Directional,Mixed_Heavy_Traffic,Centered,,0.7503792742888132,0.0,0.0
67594,Night,Clear,Urban,Dry,High/Congested,,No,3,Four-Way,Faded,Street_Lights,No,Flat,Straight,Curb,High_Rise,,Multiple_Types,Passenger_Cars_Only,Centered,,0.5133429217864486,0.0,0.0
67611,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,1,Four-Way,Faded,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.590043982592496,0.0,0.0
67670,Daylight,Cloudy,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Metal_Guardrail,Industrial,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5915476145843664,0.0,0.0
67773,Daylight,Cloudy,Urban,Wet,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Public_Transit_Focus,Centered,,0.5625194422900677,0.0,0.0
67832,Dawn/Dusk,Cloudy,Urban,Wet,Moderate,,No,3,Four-Way,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.5853595696389675,0.0,0.0
67927,Night,Clear,Highway,Dry,Moderate,,No,3,,Clear,Street_Lights,No,Flat,Straight,Metal_Guardrail,,Sparse,Directional,Passenger_Cars_Only,Centered,,0.6305851598580678,0.0,0.0
67936,Daylight,Clear,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Slight_Right,Concrete_Median,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.679902909057481,0.0,0.0
67939,Daylight,Cloudy,Urban,Dry,Moderate,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.6750057511257402,0.0,0.0
67971,Daylight,Cloudy,Rural,Slushy,Empty,,No,2,,Occluded_by_Snow/Water,,No,Flat,Straight,Curb,Sparse/Rural,Dense_Forest,Warning,No_Vehicles,Centered,,0.7061217427253723,1.0,1.0
68042,Dawn/Dusk,Cloudy,Urban,Dry,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Warning,Passenger_Cars_Only,Centered,,0.6040125451982021,0.0,0.0
68239,Night,Snowy,Rural,Snow_Covered,Empty,,No,1,,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,,Sparse/Rural,,Directional,No_Vehicles,Centered,,0.8293006817499796,0.0,0.0
68346,Daylight,Cloudy,Urban,Dry,Moderate,,No,3,Four-Way,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.5797985947380463,0.0,0.0
68523,Daylight,Cloudy,Urban,Dry,Moderate,,No,3,Four-Way,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6034777411392757,0.0,0.0
68744,Daylight,Snowy,Urban,Snow_Covered,Low,,No,2,,Occluded_by_Snow/Water,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.4938630198731142,0.0,0.0
68747,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,,0.4897713350213092,0.0,0.0
68800,Daylight,Clear,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5920174811035395,0.0,0.0
68846,Daylight,Clear,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Park-like,Multiple_Types,Passenger_Cars_Only,Centered,,0.6129152723721095,0.0,0.0
69057,Dawn/Dusk,Cloudy,Urban,Wet,Moderate,,No,3,Four-Way,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5518074620444819,0.0,0.0
69555,Daylight,Clear,Highway,Dry,Low,,No,2,,Clear,,No,Uphill,Slight_Left,Metal_Guardrail,Sparse/Rural,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5932577933583941,0.0,0.0
69643,Dawn/Dusk,Clear,Rural,Dry,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,,Sparse/Rural,Dense_Forest,,Passenger_Cars_Only,Centered,,0.49633487065633136,0.0,0.0
69712,Twilight,Snowy,Residential,Snow_Covered,Low,,No,2,,Occluded_by_Snow/Water,Street_Lights,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5403207397979238,0.0,0.0
69743,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,T-Junction,Faded,,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.6681178534030914,0.0,0.0
69935,Daylight,Cloudy,Urban,Dry,Low,,No,2,Four-Way,Clear,,No,Flat,Straight,Noise_Wall,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5667502216317437,0.0,0.0
70013,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5939888679064237,0.0,0.0
70031,Night,Clear,Urban,Dry,Moderate,,No,3,,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5268680470831254,0.0,0.0
70189,Daylight,Clear,Residential,Dry,High/Congested,On_Sidewalk,No,2,,Absent,,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,,Passenger_Cars_Only,Centered,,0.5879875877324272,0.0,0.0
70202,Dawn/Dusk,Clear,Rural,Dry,Empty,,No,1,,Absent,Building_Lights,No,Flat,Straight,,Sparse/Rural,Dense_Forest,,No_Vehicles,Centered,,0.0,0.0,0.0
70300,Daylight,Cloudy,Rural,Wet,Low,,No,2,,Faded,Street_Lights,No,Flat,Straight,Curb,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,,0.538017583390077,0.0,0.0
70320,Daylight,Snowy,Rural,Snow_Covered,Empty,,No,2,,Occluded_by_Snow/Water,,No,Flat,Straight,,,Dense_Forest,,No_Vehicles,Centered,,0.0,0.0,0.0
70446,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Metal_Guardrail,,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5298625450385245,0.0,0.0
70528,Daylight,Clear,Urban,Dry,Moderate,,Yes,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Public_Transit_Focus,Centered,,0.5541268626473984,0.0,0.0
70626,Daylight,Cloudy,Highway,Wet,Moderate,,No,3,,Clear,,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.7099815033949338,0.0,0.0
70900,Night,Clear,Tunnel,Dry,Low,,No,2,,Clear,Tunnel_Lights,No,Flat,Straight,Concrete_Median,,,,Passenger_Cars_Only,Centered,,0.5847703119119009,0.0,0.0
71081,Daylight,Cloudy,Rural,Dry,Low,,No,2,,Clear,,No,Uphill,Straight,Curb,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,,0.6053247650464376,0.0,0.0
71242,Daylight,Cloudy,Highway,Dry,Moderate,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.705830244081361,1.0,0.0
71420,Night,Clear,Rural,Dry,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,,Sparse/Rural,Sparse,,Passenger_Cars_Only,Centered,,0.4808129072189331,0.0,0.0
71492,Daylight,Rainy,Urban,Wet,Moderate,,No,2,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Uphill,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.549481709416096,0.0,0.0
71529,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,Yes,2,,Clear,,No,Flat,Straight,Curb,High_Rise,Park-like,Directional,Passenger_Cars_Only,Centered,,0.6269792535088279,0.0,0.0
71545,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Vehicle_Headlights,No,Flat,Straight,Noise_Wall,Low_Density_Urban,,Directional,Passenger_Cars_Only,Centered,,0.6147504087005343,0.0,0.0
71620,Night,Clear,Urban,Dry,Empty,,No,2,,Clear,Street_Lights,No,Flat,Straight,Curb,Industrial,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5378871422547561,0.0,0.0
71801,Daylight,Cloudy,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,Industrial,Sparse,,Passenger_Cars_Only,Centered,,0.6197475542624792,0.0,0.0
72090,Daylight,Cloudy,Urban,Dry,Moderate,,No,3,Four-Way,Clear,,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5498812210803129,0.0,0.0
72203,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5765812173485756,0.0,0.0
72207,Daylight,Cloudy,Urban,Dry,Moderate,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6809754335880279,0.0,0.0
72328,Daylight,Clear,Urban,Dry,Moderate,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5368622866543856,0.0,0.0
72410,Daylight,Cloudy,Highway,Dry,Moderate,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,Industrial,Sparse,Directional,Mixed_Heavy_Traffic,Centered,,0.578616895458915,0.0,0.0
72414,Dawn/Dusk,Clear,Rural,Snow_Covered,Low,,No,2,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Uphill,Straight,,,Dense_Forest,Warning,Passenger_Cars_Only,Centered,,0.42585085332393646,0.0,0.0
72447,Night,Clear,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,,Passenger_Cars_Only,Centered,,0.48022171556949617,0.0,0.0
72602,Daylight,Clear,Urban,Dry,Moderate,,No,2,,Absent,,No,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.6103338028703417,0.0,0.0
72634,Daylight,Clear,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.7214860104852252,0.0,0.0
72738,Night,Clear,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,Street_Lights,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.725422037144502,0.0,0.0
72947,Dawn/Dusk,Cloudy,Urban,Dry,Low,,No,2,Roundabout,Clear,,No,Flat,Slight_Left,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5408363355831667,0.0,0.0
72981,Daylight,Snowy,Rural,Snow_Covered,Empty,,No,2,,Occluded_by_Snow/Water,,No,Flat,Straight,,,Dense_Forest,Directional,No_Vehicles,Centered,,0.7633692026138306,0.0,0.0
73531,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,,Sparse,Directional,Passenger_Cars_Only,Centered,,0.569773576089314,0.0,0.0
73651,Daylight,Clear,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5616551816463471,0.0,0.0
73673,Daylight,Clear,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Slight_Right,Metal_Guardrail,Sparse/Rural,Moderate,Warning,Passenger_Cars_Only,Centered,,0.619573324918747,0.0,0.0
73788,Night,Rainy,Urban,Wet,Moderate,,No,2,,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Curb,High_Rise,,Directional,Mixed_Heavy_Traffic,Centered,,0.5594534508643612,0.0,0.0
74229,Daylight,Rainy,Highway,Wet,Moderate,,No,2,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Uphill,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5716828938041415,0.0,0.0
74292,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,3,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5830271571874619,0.0,0.0
74343,Daylight,Clear,Highway,Dry,Moderate,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.7498705228169759,0.0,0.0
74392,Daylight,Clear,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5502937005625831,0.0,0.0
74416,Night,Rainy,Highway,Wet,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,Sparse,,Mixed_Heavy_Traffic,Centered,,0.5001964817444483,0.0,0.0
74448,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,,Sparse,Directional,Passenger_Cars_Only,Centered,,0.6233769910676139,0.0,0.0
74476,Daylight,Cloudy,Highway,Dry,Moderate,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.5840716544124815,0.0,0.0
74494,Daylight,Cloudy,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,,0.6319392025470734,0.0,0.0
